1H4_onstage.csv,"Henry IV, Part I"
1H6_onstage.csv,"Henry VI, Part I"
2H4_onstage.csv,"Henry IV, Part II"
2H6_onstage.csv,"Henry VI, Part II"
3H6_onstage.csv,"Henry VI, Part III"
Ado_onstage.csv,Much Ado about Nothing
Ant_onstage.csv,Antony and Cleopatra
AWW_onstage.csv,All's Well That Ends Well
AYL_onstage.csv,As You Like It
Cor_onstage.csv,Coriolanus
Cym_onstage.csv,Cymbeline
Err_onstage.csv,Comedy of Errors
H5_onstage.csv,Henry V
H8_onstage.csv,Henry VIII
Ham_onstage.csv,Hamlet
JC_onstage.csv,Julius Caesar
Jn_onstage.csv,King John
LLL_onstage.csv,Love's Labour's Lost
Lr_onstage.csv,King Lear
Mac_onstage.csv,Macbeth
MM_onstage.csv,Measure for Measure
MND_onstage.csv,Midsummer Night's Dream
MV_onstage.csv,Merchant of Venice
Oth_onstage.csv,Othello
Per_onstage.csv,Pericles
R2_onstage.csv,Richard II
R3_onstage.csv,Richard III
Rom_onstage.csv,Romeo and Juliet
Shr_onstage.csv,Taming of the Shrew
TGV_onstage.csv,Two Gentlemen of Verona
Tim_onstage.csv,Timon of Athens
Tit_onstage.csv,Titus Andronicus
Tmp_onstage.csv,Tempest
TN_onstage.csv,Twelfth Night
TNK_onstage.csv,Two Noble Kinsmen
Tro_onstage.csv,Troilus and Cressida
Wiv_onstage.csv,Merry Wives of Windsor
WT_onstage.csv,Winter's Tale
