speaker,listener,total_words
Archbishop_1H4,Bedford_H5,239
Archbishop_1H4,Hastings_2H4,1302
Archbishop_1H4,LordBardolph_2H4,1302
Archbishop_1H4,MESSENGERS.1_2H4,879
Archbishop_1H4,Mowbray_2H4,1302
Archbishop_1H4,SOLDIERS.HENRY_2H4,239
Archbishop_1H4,SOLDIERS.REBEL_2H4,1001
Archbishop_1H4,Westmoreland_1H4,672
BEADLES.0.1_2H4,BEADLES_2H4,91
BEADLES.0.1_2H4,DollTearsheet_2H4,91
BEADLES.0.1_2H4,MistressQuickly_1H4,91
Bardolph_1H4,Bullcalf_2H4,46
Bardolph_1H4,Davy_2H4,43
Bardolph_1H4,DollTearsheet_2H4,90
Bardolph_1H4,Falstaff_1H4,174
Bardolph_1H4,Feeble_2H4,64
Bardolph_1H4,HenryV_H5,92
Bardolph_1H4,MUSICIANS_2H4,20
Bardolph_1H4,Man_2H4,208
Bardolph_1H4,MistressQuickly_1H4,90
Bardolph_1H4,Mouldy_2H4,46
Bardolph_1H4,Pistol_2H4,48
Bardolph_1H4,Poins_1H4,92
Bardolph_1H4,SERVANTS.FALSTAFF.1_2H4,217
Bardolph_1H4,Shadow_2H4,64
Bardolph_1H4,Shallow_2H4,236
Bardolph_1H4,Silence_2H4,227
Bardolph_1H4,Wart_2H4,64
Bedford_H5,ATTENDANTS_2H4,14
Bedford_H5,Archbishop_1H4,657
Bedford_H5,Blunt_2H4,222
Bedford_H5,ChiefJustice_2H4,179
Bedford_H5,Clarence_2H4,73
Bedford_H5,Colevile_2H4,222
Bedford_H5,Falstaff_1H4,246
Bedford_H5,Gloucester_2H4,73
Bedford_H5,Hastings_2H4,622
Bedford_H5,HenryIV_1H4,14
Bedford_H5,HenryV_H5,14
Bedford_H5,LordBardolph_2H4,657
Bedford_H5,MESSENGERS.1_2H4,657
Bedford_H5,Mowbray_2H4,657
Bedford_H5,SOLDIERS.HENRY_2H4,903
Bedford_H5,SOLDIERS.REBEL_2H4,657
Bedford_H5,Warwick_2H4,73
Bedford_H5,Westmoreland_1H4,826
Bedford_H5 Clarence_2H4 Gloucester_2H4,Bedford_H5,9
Bedford_H5 Clarence_2H4 Gloucester_2H4,Blunt_2H4,9
Bedford_H5 Clarence_2H4 Gloucester_2H4,ChiefJustice_2H4,9
Bedford_H5 Clarence_2H4 Gloucester_2H4,Clarence_2H4,9
Bedford_H5 Clarence_2H4 Gloucester_2H4,Gloucester_2H4,9
Bedford_H5 Clarence_2H4 Gloucester_2H4,HenryV_H5,9
Bedford_H5 Clarence_2H4 Gloucester_2H4,Warwick_2H4,9
Bullcalf_2H4,Bardolph_1H4,156
Bullcalf_2H4,Falstaff_1H4,57
Bullcalf_2H4,Feeble_2H4,156
Bullcalf_2H4,Man_2H4,156
Bullcalf_2H4,Mouldy_2H4,156
Bullcalf_2H4,Shadow_2H4,156
Bullcalf_2H4,Shallow_2H4,57
Bullcalf_2H4,Silence_2H4,57
Bullcalf_2H4,Wart_2H4,156
ChiefJustice_2H4,ATTENDANTS_2H4,17
ChiefJustice_2H4,Bardolph_1H4,333
ChiefJustice_2H4,Bedford_H5,440
ChiefJustice_2H4,Blunt_2H4,302
ChiefJustice_2H4,Clarence_2H4,390
ChiefJustice_2H4,Falstaff_1H4,995
ChiefJustice_2H4,Gloucester_2H4,390
ChiefJustice_2H4,HenryV_H5,319
ChiefJustice_2H4,MESSENGERS.Gower_2H4,124
ChiefJustice_2H4,MistressQuickly_1H4,278
ChiefJustice_2H4,OFFICERS.Fang_2H4,278
ChiefJustice_2H4,OFFICERS.Snare_2H4,278
ChiefJustice_2H4,OFFICERS_2H4,430
ChiefJustice_2H4,Pistol_2H4,55
ChiefJustice_2H4,SERVANTS.CHIEFJUSTICE.1_2H4,548
ChiefJustice_2H4,SERVANTS.FALSTAFF.1_2H4,881
ChiefJustice_2H4,Shallow_2H4,55
ChiefJustice_2H4,Warwick_2H4,469
Chorus_2H4,Chorus_2H4,337
Clarence_2H4,ATTENDANTS_2H4,222
